,single_q,double_q,spaces,braces,badwords,Cluster
70,0,0,0,0,0,Cluster 1
71,0,0,0,0,0,Cluster 1
72,0,0,0,0,0,Cluster 1
73,0,0,0,0,0,Cluster 1
74,0,0,0,0,0,Cluster 1
75,0,0,0,0,0,Cluster 1
76,0,0,0,0,0,Cluster 1
77,0,0,0,0,0,Cluster 1
78,0,0,0,0,0,Cluster 1
79,0,0,0,0,0,Cluster 1
80,0,0,0,0,0,Cluster 1
81,0,0,0,0,0,Cluster 1
82,0,0,0,0,0,Cluster 1
83,0,0,0,0,0,Cluster 1
84,0,0,0,0,0,Cluster 1
85,0,0,0,0,0,Cluster 1
86,0,0,0,0,0,Cluster 1
87,0,0,0,0,0,Cluster 1
88,0,0,0,0,0,Cluster 1
89,0,0,0,0,0,Cluster 1
90,0,0,0,0,0,Cluster 1
91,0,0,0,0,0,Cluster 1
92,0,0,0,0,0,Cluster 1
93,0,0,0,0,0,Cluster 1
94,0,0,0,0,0,Cluster 1
95,0,0,0,0,0,Cluster 1
96,0,0,0,0,0,Cluster 1
97,0,0,0,0,0,Cluster 1
98,0,0,0,0,0,Cluster 1
99,0,0,0,0,0,Cluster 1
100,0,0,0,0,0,Cluster 1
101,0,0,0,0,0,Cluster 1
102,0,0,0,0,0,Cluster 1
103,0,0,0,0,0,Cluster 1
104,0,0,0,0,0,Cluster 1
105,0,0,0,0,0,Cluster 1
106,0,0,0,0,0,Cluster 1
107,0,0,0,0,0,Cluster 1
108,0,0,0,0,0,Cluster 1
109,0,0,0,0,0,Cluster 1
110,0,0,0,0,0,Cluster 1
111,0,0,0,0,0,Cluster 1
112,0,0,0,0,0,Cluster 1
113,0,0,0,0,0,Cluster 1
114,0,0,0,0,0,Cluster 1
115,0,0,0,0,0,Cluster 1
116,0,0,0,0,0,Cluster 1
117,0,0,0,0,0,Cluster 1
118,0,0,0,0,0,Cluster 1
119,0,0,0,0,0,Cluster 1
120,0,0,0,0,0,Cluster 1
121,0,0,0,0,0,Cluster 1
122,0,0,0,0,0,Cluster 1
123,0,0,0,0,0,Cluster 1
124,0,0,0,0,0,Cluster 1
125,0,0,0,0,0,Cluster 1
126,0,0,0,0,0,Cluster 1
127,0,0,0,0,0,Cluster 1
128,0,0,0,0,0,Cluster 1
129,0,0,0,0,0,Cluster 1
130,0,0,0,0,0,Cluster 1
131,0,0,0,0,0,Cluster 1
132,0,0,0,0,0,Cluster 1
133,0,0,0,0,0,Cluster 1
134,0,0,0,0,0,Cluster 1
135,0,0,0,0,0,Cluster 1
136,0,0,0,0,0,Cluster 1
137,0,0,0,0,0,Cluster 1
138,0,0,0,0,0,Cluster 1
139,0,0,0,0,0,Cluster 1
140,0,0,0,0,0,Cluster 1
141,0,0,0,0,0,Cluster 1
142,0,0,0,0,0,Cluster 1
143,0,0,0,0,0,Cluster 1
144,0,0,0,0,0,Cluster 1
145,0,0,0,0,0,Cluster 1
146,0,0,0,0,0,Cluster 1
147,0,0,0,0,0,Cluster 1
148,0,0,0,0,0,Cluster 1
149,0,0,0,0,0,Cluster 1
150,0,0,0,0,0,Cluster 1
151,0,0,0,0,0,Cluster 1
152,0,0,0,0,0,Cluster 1
153,0,0,0,0,0,Cluster 1
154,0,0,0,0,0,Cluster 1
155,0,0,0,0,0,Cluster 1
156,0,0,0,0,0,Cluster 1
157,0,0,0,0,0,Cluster 1
158,0,0,0,0,0,Cluster 1
159,0,0,0,0,0,Cluster 1
160,0,0,0,0,0,Cluster 1
161,0,0,0,0,0,Cluster 1
162,0,0,0,0,0,Cluster 1
163,0,0,0,0,0,Cluster 1
164,0,0,0,0,0,Cluster 1
165,0,0,0,0,0,Cluster 1
166,0,0,0,0,0,Cluster 1
167,0,0,0,0,0,Cluster 1
168,0,0,0,0,0,Cluster 1
169,0,0,0,0,0,Cluster 1
170,0,0,0,0,0,Cluster 1
171,0,0,0,0,0,Cluster 1
172,0,0,0,0,0,Cluster 1
173,0,0,0,0,0,Cluster 1
174,0,0,0,0,0,Cluster 1
175,0,0,0,0,0,Cluster 1
176,0,0,0,0,0,Cluster 1
177,0,0,0,0,0,Cluster 1
178,0,0,0,0,0,Cluster 1
179,0,0,0,0,0,Cluster 1
180,0,0,0,0,0,Cluster 1
181,0,0,0,0,0,Cluster 1
182,0,0,0,0,0,Cluster 1
183,0,0,0,0,0,Cluster 1
184,0,0,0,0,0,Cluster 1
185,0,0,0,0,0,Cluster 1
186,0,0,0,0,0,Cluster 1
187,0,0,0,0,0,Cluster 1
188,0,0,0,0,0,Cluster 1
189,0,0,0,0,0,Cluster 1
190,0,0,0,0,0,Cluster 1
191,0,0,0,0,0,Cluster 1
192,0,0,0,0,0,Cluster 1
193,0,0,0,0,0,Cluster 1
194,0,0,0,0,0,Cluster 1
195,0,0,0,0,0,Cluster 1
196,0,0,0,0,0,Cluster 1
197,0,0,0,0,0,Cluster 1
198,0,0,0,0,0,Cluster 1
199,0,0,0,0,0,Cluster 1
200,0,0,0,0,0,Cluster 1
201,0,0,0,0,0,Cluster 1
202,0,0,0,0,0,Cluster 1
203,0,0,0,0,0,Cluster 1
204,0,0,0,0,0,Cluster 1
205,0,0,0,0,0,Cluster 1
206,0,0,0,0,0,Cluster 1
207,0,0,0,0,0,Cluster 1
208,0,0,0,0,0,Cluster 1
209,0,0,0,0,0,Cluster 1
210,0,0,0,0,0,Cluster 1
211,0,0,0,0,0,Cluster 1
212,0,0,0,0,0,Cluster 1
213,0,0,0,0,0,Cluster 1
214,0,0,0,0,0,Cluster 1
215,0,0,0,0,0,Cluster 1
216,0,0,0,0,0,Cluster 1
217,0,0,0,0,0,Cluster 1
218,0,0,0,0,0,Cluster 1
219,0,0,0,0,0,Cluster 1
220,0,0,0,0,0,Cluster 1
221,0,0,0,0,0,Cluster 1
222,0,0,0,0,0,Cluster 1
223,0,0,0,0,0,Cluster 1
224,0,0,0,0,0,Cluster 1
225,0,0,0,0,0,Cluster 1
226,0,0,0,0,0,Cluster 1
227,0,0,0,0,0,Cluster 1
228,0,0,0,0,0,Cluster 1
229,0,0,0,0,0,Cluster 1
230,0,0,0,0,0,Cluster 1
231,0,0,0,0,0,Cluster 1
232,0,0,0,0,0,Cluster 1
233,0,0,0,0,0,Cluster 1
234,0,0,0,0,0,Cluster 1
235,0,0,0,0,0,Cluster 1
236,0,0,0,0,0,Cluster 1
237,0,0,0,0,0,Cluster 1
238,0,0,0,0,0,Cluster 1
239,0,0,0,0,0,Cluster 1
240,0,0,0,0,0,Cluster 1
241,0,0,0,0,0,Cluster 1
242,0,0,0,0,0,Cluster 1
243,0,0,0,0,0,Cluster 1
244,0,0,0,0,0,Cluster 1
245,0,0,0,0,0,Cluster 1
246,0,0,0,0,0,Cluster 1
247,0,0,0,0,0,Cluster 1
248,0,0,0,0,0,Cluster 1
249,0,0,0,0,0,Cluster 1
250,0,0,0,0,0,Cluster 1
251,0,0,0,0,0,Cluster 1
252,0,0,0,0,0,Cluster 1
253,0,0,0,0,0,Cluster 1
254,0,0,0,0,0,Cluster 1
255,0,0,0,0,0,Cluster 1
256,0,0,0,0,0,Cluster 1
257,0,0,0,0,0,Cluster 1
258,0,0,0,0,0,Cluster 1
259,0,0,0,0,0,Cluster 1
260,0,0,0,0,0,Cluster 1
261,0,0,0,0,0,Cluster 1
262,0,0,0,0,0,Cluster 1
263,0,0,0,0,0,Cluster 1
264,0,0,0,0,0,Cluster 1
265,0,0,0,0,0,Cluster 1
266,0,0,0,0,0,Cluster 1
267,0,0,0,0,0,Cluster 1
268,0,0,0,0,0,Cluster 1
269,0,0,0,0,0,Cluster 1
270,0,0,0,0,0,Cluster 1
271,0,0,0,0,0,Cluster 1
272,0,0,0,0,0,Cluster 1
273,0,0,0,0,0,Cluster 1
274,0,0,0,0,0,Cluster 1
275,0,0,0,0,0,Cluster 1
276,0,0,0,0,0,Cluster 1
277,0,0,0,0,0,Cluster 1
278,0,0,0,0,0,Cluster 1
279,0,0,0,0,0,Cluster 1
280,0,0,0,0,0,Cluster 1
281,0,0,0,0,0,Cluster 1
282,0,0,0,0,0,Cluster 1
283,0,0,0,0,0,Cluster 1
284,0,0,0,0,0,Cluster 1
285,0,0,0,0,0,Cluster 1
286,0,0,0,0,0,Cluster 1
287,0,0,0,0,0,Cluster 1
288,0,0,0,0,0,Cluster 1
289,0,0,0,0,0,Cluster 1
290,0,0,0,0,0,Cluster 1
291,0,0,0,0,0,Cluster 1
292,0,0,0,0,0,Cluster 1
293,0,0,0,0,0,Cluster 1
294,0,0,0,0,0,Cluster 1
295,0,0,0,0,0,Cluster 1
296,0,0,0,0,0,Cluster 1
297,0,0,0,0,0,Cluster 1
298,0,0,0,0,0,Cluster 1
299,0,0,0,0,0,Cluster 1
300,0,0,0,0,0,Cluster 1
301,0,0,0,0,0,Cluster 1
302,0,0,0,0,0,Cluster 1
303,0,0,0,0,0,Cluster 1
304,0,0,0,0,0,Cluster 1
305,0,0,0,0,0,Cluster 1
306,0,0,0,0,0,Cluster 1
307,0,0,0,0,0,Cluster 1
308,0,0,0,0,0,Cluster 1
309,0,0,0,0,0,Cluster 1
310,0,0,0,0,0,Cluster 1
311,0,0,0,0,0,Cluster 1
312,0,0,0,0,0,Cluster 1
313,0,0,0,0,0,Cluster 1
314,0,0,0,0,0,Cluster 1
315,0,0,0,0,0,Cluster 1
316,0,0,0,0,0,Cluster 1
317,0,0,0,0,0,Cluster 1
318,0,0,0,0,0,Cluster 1
319,0,0,0,0,0,Cluster 1
320,0,0,0,0,0,Cluster 1
321,1,0,3,0,0,Cluster 0
322,0,3,0,3,1,Cluster 0
323,1,1,2,1,1,Cluster 0
324,0,0,1,2,0,Cluster 0
325,2,1,0,0,0,Cluster 0
326,0,3,0,2,1,Cluster 0
327,2,0,2,11,1,Cluster 0
328,2,1,1,0,0,Cluster 0
329,4,3,1,0,2,Cluster 0
330,2,0,2,1,2,Cluster 0
331,2,1,1,0,0,Cluster 0
332,0,11,0,3,3,Cluster 0
333,0,1,3,0,0,Cluster 0
334,1,1,3,0,0,Cluster 0
335,2,1,1,0,0,Cluster 0
336,2,1,1,0,0,Cluster 0
337,0,1,0,4,0,Cluster 0
338,1,0,1,1,2,Cluster 0
339,2,1,1,0,0,Cluster 0
340,2,1,1,0,0,Cluster 0
341,0,3,3,1,0,Cluster 0
342,0,3,1,0,1,Cluster 0
343,0,1,2,1,2,Cluster 0
344,0,2,0,1,2,Cluster 0
345,2,1,1,0,0,Cluster 0
346,0,1,1,1,0,Cluster 0
347,1,0,2,0,2,Cluster 0
348,2,1,1,0,0,Cluster 0
349,0,2,2,1,0,Cluster 0
350,1,1,1,1,1,Cluster 0
351,2,1,0,2,0,Cluster 0
352,0,0,2,0,1,Cluster 0
353,1,1,0,2,0,Cluster 0
354,2,1,1,0,0,Cluster 0
355,2,1,1,0,0,Cluster 0
356,2,1,1,0,0,Cluster 0
357,2,1,1,0,0,Cluster 0
358,2,1,1,0,0,Cluster 0
359,2,1,1,0,0,Cluster 0
360,2,1,1,0,0,Cluster 0
361,2,1,1,0,0,Cluster 0
362,2,1,1,0,0,Cluster 0
363,1,1,1,0,0,Cluster 0
364,0,1,0,1,0,Cluster 1
365,1,1,1,0,3,Cluster 0
366,0,1,0,1,0,Cluster 1
367,0,1,1,0,4,Cluster 0
368,1,1,4,0,0,Cluster 0
369,0,1,0,2,1,Cluster 0
370,1,1,1,0,1,Cluster 0
371,0,0,2,2,0,Cluster 0
372,0,2,3,0,0,Cluster 0
373,0,1,0,2,0,Cluster 1
374,2,0,1,0,0,Cluster 0
375,0,1,1,1,0,Cluster 0
376,2,0,2,1,0,Cluster 0
377,2,1,1,0,0,Cluster 0
378,0,1,4,1,0,Cluster 0
379,2,1,1,0,0,Cluster 0
380,2,1,1,0,0,Cluster 0
381,0,0,1,1,1,Cluster 0
382,0,0,0,1,1,Cluster 1
383,2,1,1,0,0,Cluster 0
384,0,0,1,1,2,Cluster 0
385,0,0,0,1,0,Cluster 1
386,0,1,1,0,2,Cluster 0
387,1,0,2,0,0,Cluster 0
388,1,0,0,0,0,Cluster 1
389,1,1,2,0,2,Cluster 0
390,0,1,0,0,0,Cluster 1
391,2,1,1,0,0,Cluster 0
392,0,0,1,1,1,Cluster 0
393,0,1,0,0,0,Cluster 1
394,1,1,3,2,15,Cluster 0
395,1,1,0,2,3,Cluster 0
396,0,1,2,0,0,Cluster 0
397,1,0,0,2,1,Cluster 0
398,2,1,1,0,0,Cluster 0
399,1,1,1,0,1,Cluster 0
400,1,0,1,0,1,Cluster 0
401,2,1,1,0,0,Cluster 0
402,0,2,1,0,2,Cluster 0
403,0,1,1,0,1,Cluster 0
404,1,1,0,0,3,Cluster 0
405,1,0,1,1,0,Cluster 0
406,1,1,0,1,3,Cluster 0
407,1,0,1,1,3,Cluster 0
408,1,1,0,1,1,Cluster 0
409,2,1,1,0,0,Cluster 0
410,1,0,0,2,1,Cluster 0
411,0,1,0,0,3,Cluster 0
412,0,0,1,1,3,Cluster 0
413,0,1,3,1,1,Cluster 0
414,2,1,1,0,0,Cluster 0
415,1,0,3,0,1,Cluster 0
416,1,0,1,1,3,Cluster 0
417,1,1,0,1,2,Cluster 0
418,1,1,2,1,4,Cluster 0
419,0,1,0,0,0,Cluster 1
420,1,0,1,0,0,Cluster 1
421,0,1,0,1,2,Cluster 0
422,1,1,0,1,2,Cluster 0
423,1,2,1,0,0,Cluster 0
424,0,1,0,0,0,Cluster 1
425,0,1,1,0,0,Cluster 1
426,1,0,1,0,0,Cluster 1
427,0,1,1,1,0,Cluster 0
428,0,0,1,0,1,Cluster 1
429,2,1,1,0,0,Cluster 0
430,0,1,1,2,0,Cluster 0
431,2,1,1,0,1,Cluster 0
432,1,1,1,1,1,Cluster 0
433,2,0,1,1,1,Cluster 0
434,0,2,1,0,0,Cluster 0
435,0,2,3,1,0,Cluster 0
436,1,1,1,0,2,Cluster 0
437,2,2,1,0,0,Cluster 0
438,0,1,0,2,0,Cluster 1
439,1,1,0,2,1,Cluster 0
440,1,0,2,1,1,Cluster 0
441,1,1,2,0,0,Cluster 0
442,1,1,1,1,1,Cluster 0
443,0,2,1,0,2,Cluster 0
444,1,1,1,1,0,Cluster 0
445,0,0,1,3,0,Cluster 0
446,0,1,1,3,0,Cluster 0
447,1,1,3,0,0,Cluster 0
448,2,1,2,0,0,Cluster 0
449,0,2,0,1,1,Cluster 0
450,1,0,2,1,0,Cluster 0
451,0,2,0,3,1,Cluster 0
452,0,0,1,1,1,Cluster 0
453,0,1,0,0,1,Cluster 1
454,1,1,2,0,1,Cluster 0
455,0,1,2,2,0,Cluster 0
456,0,1,4,0,0,Cluster 0
457,1,1,3,0,1,Cluster 0
458,0,0,1,3,1,Cluster 0
459,0,0,3,0,1,Cluster 0
460,0,3,2,0,0,Cluster 0
461,1,1,1,1,1,Cluster 0
462,0,2,1,3,0,Cluster 0
463,1,0,2,0,2,Cluster 0
464,0,1,1,2,0,Cluster 0
465,2,1,0,1,0,Cluster 0
466,0,2,1,2,1,Cluster 0
467,0,3,1,1,1,Cluster 0
468,1,1,2,1,0,Cluster 0
469,2,1,0,2,3,Cluster 0
470,0,0,1,2,2,Cluster 0
471,0,1,1,0,0,Cluster 1
472,1,0,2,0,2,Cluster 0
473,1,0,1,2,0,Cluster 0
474,1,2,2,1,3,Cluster 0
475,1,2,1,2,0,Cluster 0
476,0,2,2,1,0,Cluster 0
477,1,1,1,0,0,Cluster 0
478,0,2,2,0,3,Cluster 0
479,1,1,2,0,2,Cluster 0
480,1,1,2,2,0,Cluster 0
481,0,0,1,2,0,Cluster 0
482,0,2,0,1,3,Cluster 0
483,1,0,1,2,1,Cluster 0
484,0,0,1,2,0,Cluster 0
485,12,0,0,1,0,Cluster 0
486,1,1,0,3,2,Cluster 0
487,0,1,2,2,0,Cluster 0
488,0,0,1,3,0,Cluster 0
489,1,1,2,1,0,Cluster 0
490,1,1,1,1,1,Cluster 0
491,0,1,2,1,1,Cluster 0
492,2,0,1,2,1,Cluster 0
493,1,1,0,0,2,Cluster 0
494,1,3,2,0,0,Cluster 0
495,1,1,0,1,2,Cluster 0
496,1,3,0,0,0,Cluster 0
497,1,0,3,0,2,Cluster 0
498,1,0,2,1,0,Cluster 0
499,1,2,0,1,0,Cluster 0
500,0,1,2,2,0,Cluster 0
501,1,1,0,1,2,Cluster 0
502,1,1,4,0,0,Cluster 0
503,1,1,0,1,0,Cluster 0
504,1,0,1,0,12,Cluster 0
505,1,0,1,3,0,Cluster 0
506,0,1,0,2,3,Cluster 0
507,1,0,4,0,0,Cluster 0
508,1,5,1,1,4,Cluster 0
509,1,2,0,1,0,Cluster 0
510,1,0,1,1,5,Cluster 0
511,1,1,5,0,0,Cluster 0
512,1,0,1,4,4,Cluster 0
513,1,0,4,0,0,Cluster 0
514,0,3,1,6,3,Cluster 0
515,2,0,1,5,11,Cluster 0
516,0,0,1,7,0,Cluster 0
517,1,1,2,1,1,Cluster 0
518,2,1,0,0,1,Cluster 0
519,8,1,0,8,2,Cluster 0
520,1,1,1,0,2,Cluster 0
521,8,1,0,3,0,Cluster 0
522,1,7,2,1,3,Cluster 0
523,0,0,1,0,0,Cluster 1
524,1,0,1,2,0,Cluster 0
525,2,2,1,0,0,Cluster 0
